ref,content,tune,dance,quality,year,instrument,performer,parish,origin,collector,notes,comments,archive,datatype,file,duration,kivike,order
"RKM, Mgn. ER 18 (11)",Polka,,,,1960 - 1969,lõõts,August Teppo,Põlva khk.,,Aino Strutzkin,,,"RKM, Mgn. ER",,RKM_Mgn_ER/ER-0018--11--polka__pillil.mp3,64.6,,50261
"RKM, Mgn. ER 18 (12)",Polka,,,,1960 - 1969,lõõts,August Teppo,Põlva khk.,,Aino Strutzkin,,,"RKM, Mgn. ER",,RKM_Mgn_ER/ER-0018--12--polka__pillil.mp3,49.886,,50262
"RKM, Mgn. ER 18 (13)",Nooreea polka,,,,1960 - 1969,lõõts,August Teppo,Põlva khk.,,Aino Strutzkin,,,"RKM, Mgn. ER",,RKM_Mgn_ER/ER-0018--13--nooreea_polka__pillil.mp3,50.209,,50263
"RKM, Mgn. ER 18 (14)",Vanaaegne pulma valss,,,,1960 - 1969,lõõts,August Teppo,Põlva khk.,,Aino Strutzkin,,,"RKM, Mgn. ER",,RKM_Mgn_ER/ER-0018--14--vanaaegne_pulma_valss__pillil.mp3,89.229,,50264
"RKM, Mgn. ER 18 (15)",Vana polka,,,,1960 - 1969,lõõts,August Teppo,Põlva khk.,,Aino Strutzkin,,,"RKM, Mgn. ER",,RKM_Mgn_ER/ER-0018--15--vana_polka__pillil.mp3,79.746,,50265
"RKM, Mgn. ER 18 (16)",Lõõtspillilugu,,,,1960 - 1969,lõõts,August Teppo,Põlva khk.,,Aino Strutzkin,,,"RKM, Mgn. ER",,RKM_Mgn_ER/ER-0018--16--lootspillilugu__pillil.mp3,64.901,,50266
"RKM, Mgn. ER 18 (17)",Karjapasuna lugu Koselt,,,,1960 - 1969,karjapasun,Eik Toivi,Tallinn,,Aino Strutzkin,,,"RKM, Mgn. ER",,RKM_Mgn_ER/ER-0018--17--karjapasuna_lugu_Koselt__pillil.mp3,13.492,,50267
"RKM, Mgn. ER 18 (18)",Karjapasuna lugu Mustveest,,,,1960 - 1969,karjapasun,Eik Toivi,Tallinn,,Aino Strutzkin,,,"RKM, Mgn. ER",,RKM_Mgn_ER/ER-0018--18--karjapasuna_lugu_Mustveest__pillil.mp3,19.65,,50268
"RKM, Mgn. ER 18 (19)",Karjapasuna lugu Rõugest,,,,1960 - 1969,karjapasun,Eik Toivi,Tallinn,,Aino Strutzkin,,,"RKM, Mgn. ER",,RKM_Mgn_ER/ER-0018--19--karjapasuna_lugu_Rougest__pillil.mp3,31.123,,50269
"RKM, Mgn. ER 18 (20)",Karjapasuna lugu Avinurmest,,,,1960 - 1969,karjapasun,Eik Toivi,Tallinn,,Aino Strutzkin,,,"RKM, Mgn. ER",,RKM_Mgn_ER/ER-0018--20--karjapasuna_lugu_Avinurmest__pillil.mp3,42.924,,50270
"RKM, Mgn. ER 18 (21)",Polka,,,,1960 - 1969,suupill,Anton Väljaots,Muhu khk.,,Aino Strutzkin,,,"RKM, Mgn. ER",,RKM_Mgn_ER/ER-0018--21--polka__pillil.mp3,86.25,,50271
"RKM, Mgn. ER 18 (22)",Krakovjak,Krakovjak,,Q2,1960 - 1969,suupill,Anton Väljaots,Muhu khk.,,Aino Strutzkin,,vt,"RKM, Mgn. ER",TR,RKM_Mgn_ER/ER-0018--22--krakovjak__pillil.mp3,93.126,,50272
"RKM, Mgn. ER 19 (1)",Saaremaa valss,Ma vaatan paadist kiikriga,,Q2,1975,"ansambel, lõõts, krookspill, trumm, lehelpill, moldpill","Aleksander Paalo, Ilmar Klassen, Eliise Junts",Martna khk.,,"Jaan Sarv, Igor Tõnurist",,,"RKM, Mgn. ER",TR,RKM_Mgn_ER/ER-0019--01--Saaremaa_valss__pillil.mp3,66.643,,50273
"RKM, Mgn. ER 19 (2)",Oh sa helde kallis aeg (loetud) + Sepa Kaarli polka,,,,1975,"ansambel, lõõts, krookspill, trumm, lehelpill, moldpill","Aleksander Paalo, Ilmar Klassen, Eliise Junts",Martna khk.,,"Jaan Sarv, Igor Tõnurist",,,"RKM, Mgn. ER",,RKM_Mgn_ER/ER-0019--02--oh_sa_helde_kallis_aeg__pillil_j.mp3,86.509,,50274
"RKM, Mgn. ER 19 (3)",Teadmata lugu,,,,1975,"ansambel, lõõts, krookspill, trumm, lehelpill, moldpill","Aleksander Paalo, Ilmar Klassen, Eliise Junts",Martna khk.,,"Jaan Sarv, Igor Tõnurist",,,"RKM, Mgn. ER",,RKM_Mgn_ER/ER-0019--03--teadmata_lugu__pillil.mp3,69.355,,50275
"RKM, Mgn. ER 19 (5)",Krakovjakk (pudelitega),Krakovjak,,Q2,1975,"ansambel, lõõts, krookspill, trumm, lehelpill, moldpill","Aleksander Paalo, Ilmar Klassen, Eliise Junts",Martna khk.,,"Jaan Sarv, Igor Tõnurist",,,"RKM, Mgn. ER",TR,RKM_Mgn_ER/ER-0019--05--krakovjak_pudelitega__pillil.mp3,54.427,,50276
"RKM, Mgn. ER 19 (6)",Pühajärve valss,Pühajärve valss,,Q2,1975,"ansambel, lõõts, krookspill, trumm, lehelpill, moldpill","Aleksander Paalo, Ilmar Klassen, Eliise Junts",Martna khk.,,"Jaan Sarv, Igor Tõnurist",,,"RKM, Mgn. ER",TR,RKM_Mgn_ER/ER-0019--06--Pyhajarve_valss__pillil.mp3,89.871,,50277
"RKM, Mgn. ER 19 (7)",Vengerka,Vengerka (Teised naised) / Ropp reinlender,,Q2,1975,"ansambel, lõõts, krookspill, trumm, lehelpill, moldpill","Aleksander Paalo, Ilmar Klassen, Eliise Junts",Martna khk.,,"Jaan Sarv, Igor Tõnurist",,,"RKM, Mgn. ER",TR,RKM_Mgn_ER/ER-0019--07--vengerka__pillil.mp3,97.183,,50278
"RKM, Mgn. ER 19 (8)",Kordi Arno polka (pudelitega),,,,1975,"ansambel, lõõts, krookspill, trumm, lehelpill, moldpill","Aleksander Paalo, Ilmar Klassen, Eliise Junts",Martna khk.,,"Jaan Sarv, Igor Tõnurist",,,"RKM, Mgn. ER",,RKM_Mgn_ER/ER-0019--08--Kordi_Arno_polka__pillil_j.mp3,83.854,,50279
"RKM, Mgn. ER 19 (9)","Vana Vaimõisa Vahi-Peeter... (instr. osa: labajalg ""Vahi Peeter"")",,,,1975,"ansambel, lõõts, krookspill, trumm, lehelpill, moldpill, laul","Aleksander Paalo, Ilmar Klassen, Eliise Junts",Martna khk.,,"Jaan Sarv, Igor Tõnurist",,,"RKM, Mgn. ER",,RKM_Mgn_ER/ER-0019--09--Vana_Vaimoisa_Vahi_Peeter__l_pillil.mp3,67.572,,50280
"RKM, Mgn. ER 19 (10)","Oh, sa poiss!",Läksin mina läbi külatänava,,Q4,1975,"ansambel, lõõts, krookspill, trumm, lehelpill, moldpill","Aleksander Paalo, Ilmar Klassen, Eliise Junts",Martna khk.,,"Jaan Sarv, Igor Tõnurist",,,"RKM, Mgn. ER",TR,RKM_Mgn_ER/ER-0019--10--oh_sa_poiss__pillil.mp3,75.635,,50281
"RKM, Mgn. ER 19 (11)","Kahe mehe polka ""Ei nüüd pole enam vana aeg"" (ühel lõõtspillil)",,,,1975,lõõts,"Aleksander Paalo, Ilmar Klassen",Martna khk.,,"Jaan Sarv, Igor Tõnurist",,,"RKM, Mgn. ER",,RKM_Mgn_ER/ER-0019--11--ei_nyyd_pole_enam_vana_aeg__pillil.mp3,53.945,,50282
"RKM, Mgn. ER 19 (12)","Sama lugu (""Ei nüüd pole enam vana aeg"")",,,,1975,lõõts,Aleksander Paalo,Martna khk.,,"Jaan Sarv, Igor Tõnurist",,,"RKM, Mgn. ER",,RKM_Mgn_ER/ER-0019--12--ei_nyyd_pole_enam_vana_aeg__pillil.mp3,53.39,,50283
"RKM, Mgn. ER 19 (13)","Labajalg ""Muidu ja raha eest"" (ühel lõõtspillil)",,,,1975,lõõts,"Aleksander Paalo, Ilmar Klassen",Martna khk.,,"Jaan Sarv, Igor Tõnurist",,,"RKM, Mgn. ER",,RKM_Mgn_ER/ER-0019--13--labajalg_muidu_ja_raha_eest__pillil.mp3,45.482,,50284
"RKM, Mgn. ER 19 (14)","Labajalg ""Muidu ja raha eest""",,,,1975,lõõts,Aleksander Paalo,Martna khk.,,"Jaan Sarv, Igor Tõnurist",,,"RKM, Mgn. ER",,RKM_Mgn_ER/ER-0019--14--labajalg_muidu_ja_raha_eest__pillil.mp3,50.788,,50285
"RKM, Mgn. ER 19 (15)",Ranna Jaani polka (ühel lõõtspillil),,,,1975,lõõts,"Aleksander Paalo, Ilmar Klassen",Martna khk.,,"Jaan Sarv, Igor Tõnurist",,,"RKM, Mgn. ER",,RKM_Mgn_ER/ER-0019--15--Ranna_Jaani_polka__pillil.mp3,95.004,,50286
"RKM, Mgn. ER 19 (16)",Krakovjakk + vestl.,Krakovjak,,Q3,1975,"ansambel, lõõts, krookspill, trumm, lehelpill, moldpill","Aleksander Paalo, Ilmar Klassen, Eliise Junts",Martna khk.,,"Jaan Sarv, Igor Tõnurist",,,"RKM, Mgn. ER",TR,RKM_Mgn_ER/ER-0019--16--labajalg_mitu_tykki__pillil.mp3,55.105,,50287
"RKM, Mgn. ER 19 (17)",Labajalg (mitu tükki),,,,1975,"ansambel, lõõts, krookspill, trumm, lehelpill, moldpill","Aleksander Paalo, Ilmar Klassen, Eliise Junts",Martna khk.,,"Jaan Sarv, Igor Tõnurist",,,"RKM, Mgn. ER",,RKM_Mgn_ER/ER-0019--17--krakovjak__pillil_j.mp3,126.427,,50288
"RKM, Mgn. ER 19 (18)",Kõrtsu Kaarli polka + vestl.,,,,1975,lõõts,Aleksander Paalo,Martna khk.,,"Jaan Sarv, Igor Tõnurist",,,"RKM, Mgn. ER",,RKM_Mgn_ER/ER-0019--18--Kortsu_Kaarli_polka__pillil.mp3,83.939,,50289
"RKM, Mgn. ER 19 (19)",Äiapapa valss,,,,1975,"ansambel, lõõts, krookspill, trumm, lehelpill, moldpill","Aleksander Paalo, Ilmar Klassen, Eliise Junts",Martna khk.,,"Jaan Sarv, Igor Tõnurist",,,"RKM, Mgn. ER",,RKM_Mgn_ER/ER-0019--19--aiapapa_valss__pillil.mp3,93.54,,50290
"RKM, Mgn. ER 19 (20)",Laena taadi polka + vestl.,,,,1975,"ansambel, lõõts, krookspill, trumm, lehelpill, moldpill","Aleksander Paalo, Ilmar Klassen, Eliise Junts",Martna khk.,,"Jaan Sarv, Igor Tõnurist",,,"RKM, Mgn. ER",,RKM_Mgn_ER/ER-0019--20--Laema_taadi_polka__pillil_j.mp3,116.267,,50291
"RKM, Mgn. ER 19 (21)",Kamaaruški,,,,1975,"ansambel, lõõts, krookspill, trumm, lehelpill, moldpill","Aleksander Paalo, Ilmar Klassen, Eliise Junts",Martna khk.,,"Jaan Sarv, Igor Tõnurist",,,"RKM, Mgn. ER",,RKM_Mgn_ER/ER-0019--21--kamaarushki__pilli_j.mp3,92.817,,50292
"RKM, Mgn. ER 19 (22)",Karjapoisi polka,,,,1975,"ansambel, lõõts, krookspill, trumm, lehelpill, moldpill","Aleksander Paalo, Ilmar Klassen, Eliise Junts",Martna khk.,,"Jaan Sarv, Igor Tõnurist",,,"RKM, Mgn. ER",,RKM_Mgn_ER/ER-0019--22--karjapoisi_polka__pillil_j.mp3,86.469,,50293
"RKM, Mgn. ER 19 (23)",Junga valss,,,,1975,"ansambel, lõõts, krookspill, trumm, lehelpill, moldpill","Aleksander Paalo, Ilmar Klassen, Eliise Junts",Martna khk.,,"Jaan Sarv, Igor Tõnurist",,,"RKM, Mgn. ER",,RKM_Mgn_ER/ER-0019--23--junga_valss__pillil.mp3,110.28,,50294
"RKM, Mgn. ER 19 (24)",Aru aga jõest me alla lähme (polka) + jutt + laul,,,,1975,"ansambel, lõõts, krookspill, trumm, lehelpill, moldpill, laul","Aleksander Paalo, Ilmar Klassen, Eliise Junts",Martna khk.,,"Jaan Sarv, Igor Tõnurist",,,"RKM, Mgn. ER",,RKM_Mgn_ER/ER-0019--24--Aru_aga_joest_me_alla_lahme__pillil_j_l.mp3,167.151,,50295
"RKM, Mgn. ER 19 (25)",Kilu-Mari polka,Kilu-Mari polka,,Q2,1975,"ansambel, lõõts, krookspill, trumm, lehelpill, moldpill","Aleksander Paalo, Ilmar Klassen, Eliise Junts",Martna khk.,,"Jaan Sarv, Igor Tõnurist",,,"RKM, Mgn. ER",TR,RKM_Mgn_ER/ER-0019--25--Kilu-Mari_polka__pillil.mp3,57.075,,50296
"RKM, Mgn. ER 20 (7)",Polka,,,,1977,lõõts,Aleks Remmelgas,Setumaa,,Aino Strutzkin,,,"RKM, Mgn. ER",,RKM_Mgn_ER/ER-0020--07--polka__pillil.mp3,67.651,,50297
"RKM, Mgn. ER 20 (8)",Külavahelugu,,,,1977,lõõts,Aleks Remmelgas,Setumaa,,Aino Strutzkin,,,"RKM, Mgn. ER",,RKM_Mgn_ER/ER-0020--08--kylavahelugu__pillil.mp3,59.55,,50298
"RKM, Mgn. ER 21 (2)",Valss,,,,1977,kannel,Peeter Lind,Setumaa,,Aino Strutzkin,,,"RKM, Mgn. ER",,RKM_Mgn_ER/ER-0021--02--valss__pillil.mp3,262.074,,50299
"RKM, Mgn. ER 21 (3)",Vingerka,Vengerka (Sitikad ja satikad),,Q3,1977,kannel,Peeter Lind,Setumaa,,Aino Strutzkin,,,"RKM, Mgn. ER",TE,RKM_Mgn_ER/ER-0021--03--vingerka__pillil.mp3,167.629,,50300
"RKM, Mgn. ER 21 (6)",Krakovjak,,,,1977,lõõts,Paul Rahasepp,Setumaa,,Aino Strutzkin,,Liiga erinev,"RKM, Mgn. ER",,RKM_Mgn_ER/ER-0021--06--krakovjak__pillil.mp3,65.627,,50301
"RKM, Mgn. ER 22 (12)",Reilender.,,,,1977,lõõts,Konstantin Pääsik,Setumaa,,Aino Strutzkin,,,"RKM, Mgn. ER",,RKM_Mgn_ER/ER-0022--12--reilender__pillil.mp3,77.093,,50302
"RKM, Mgn. ER 22 (13)",Polka.,,,,1977,lõõts,Konstantin Pääsik,Setumaa,,Aino Strutzkin,,,"RKM, Mgn. ER",,RKM_Mgn_ER/ER-0022--13--polka__pillil.mp3,97.602,,50303
"RKM, Mgn. ER 22 (14)",Korobuška tants.,,,,1977,lõõts,Konstantin Pääsik,Setumaa,,Aino Strutzkin,,,"RKM, Mgn. ER",,RKM_Mgn_ER/ER-0022--14--korobushka_tants__pillil.mp3,73.094,,50304
"RKM, Mgn. ER 24 (1)",Kas mäletad kevade õites (valss),Mäletad kevadet õites,,Q1,1976,kannel,August Ruutnik,Sangaste khk.,,"Aino Strutzkin, Jaan Sarv",,,"RKM, Mgn. ER",TE,RKM_Mgn_ER/ER-0024--01--kas_maletad_kevade_oites__pillil_j.mp3,205.494,,50305
"RKM, Mgn. ER 24 (2)",Vana tantsulugu,,,,1976,kannel,August Ruutnik,Sangaste khk.,,"Aino Strutzkin, Jaan Sarv",,,"RKM, Mgn. ER",,RKM_Mgn_ER/ER-0024--02--vana_tantsulugu__pillil_j.mp3,180.205,,50306
"RKM, Mgn. ER 24 (3)",Padespaan,Padespaan,,Q2,1976,kannel,August Ruutnik,Sangaste khk.,,"Aino Strutzkin, Jaan Sarv",,,"RKM, Mgn. ER",TR,RKM_Mgn_ER/ER-0024--03--padespaan__pillil_j.mp3,196.599,,50307
"RKM, Mgn. ER 24 (4)","Ära iial nuta, kurvasta (valss)",,,,1976,kannel,August Ruutnik,Sangaste khk.,,"Aino Strutzkin, Jaan Sarv",,,"RKM, Mgn. ER",,RKM_Mgn_ER/ER-0024--04--ara_iial_nuta_kurvasta__pilli_j.mp3,153.231,,50308
"RKM, Mgn. ER 24 (5)",Tahan teile ütelda...,,,,1976,"kannel, laul",August Ruutnik,Sangaste khk.,,"Aino Strutzkin, Jaan Sarv",,,"RKM, Mgn. ER",,RKM_Mgn_ER/ER-0024--05--tahan_teile_ytelda__pillil_l_j.mp3,246.943,,50309
"RKM, Mgn. ER 24 (6)",Padespaan,,,,1976,kannel,August Ruutnik,Sangaste khk.,,"Aino Strutzkin, Jaan Sarv",,Teine viis,"RKM, Mgn. ER",,RKM_Mgn_ER/ER-0024--06--padespaan__pillil_j.mp3,249.059,,50310
"RKM, Mgn. ER 24 (7)",Väike valss,,,,1976,kannel,August Ruutnik,Sangaste khk.,,"Aino Strutzkin, Jaan Sarv",,,"RKM, Mgn. ER",,RKM_Mgn_ER/ER-0024--07--vaike_valss__pillil_j.mp3,191.994,,50311
"RKM, Mgn. ER 24 (8)",Polka,,,,1976,kannel,August Ruutnik,Sangaste khk.,,"Aino Strutzkin, Jaan Sarv",,,"RKM, Mgn. ER",,RKM_Mgn_ER/ER-0024--08--polka__pillil.mp3,127.041,,50312
"RKM, Mgn. ER 24 (9)",C-duuri polka,,,,1976,kannel,August Ruutnik,Sangaste khk.,,"Aino Strutzkin, Jaan Sarv",,,"RKM, Mgn. ER",,RKM_Mgn_ER/ER-0024--09--c-duuri_polka__pillil.mp3,98.104,,50313
"RKM, Mgn. ER 24 (10)",Polka,,,,1976,kannel,August Ruutnik,Sangaste khk.,,"Aino Strutzkin, Jaan Sarv",,,"RKM, Mgn. ER",,RKM_Mgn_ER/ER-0024--10--polka__pillil.mp3,67.134,,50314
"RKM, Mgn. ER 24 (11)",Vanamehe valss (või perekonna valss),Perekonnavalss,,Q2,1976,kannel,August Ruutnik,Sangaste khk.,,"Aino Strutzkin, Jaan Sarv",,,"RKM, Mgn. ER",TR,RKM_Mgn_ER/ER-0024--11--vanamehe_valss_ehk_perekonna__pillil.mp3,188.763,,50315
"RKM, Mgn. ER 24 (12)","Õrn kevade, miks petsid sa?",,,,1976,kannel,August Ruutnik,Sangaste khk.,,"Aino Strutzkin, Jaan Sarv",,,"RKM, Mgn. ER",,RKM_Mgn_ER/ER-0024--12--orn_kevade_miks_petsid_sa__pillil.mp3,129.379,,50316
"RKM, Mgn. ER 24 (13)",Ma olin külma paadi sees,,,,1976,"kannel, laul",August Ruutnik,Sangaste khk.,,"Aino Strutzkin, Jaan Sarv",,,"RKM, Mgn. ER",,RKM_Mgn_ER/ER-0024--13--ma_olin_kylma_paadi_sees__pillil_l_j.mp3,229.063,,50317
"RKM, Mgn. ER 24 (14)",Ema aga käskis naist mul võtta.,,,,1976,"kannel, laul",August Ruutnik,Sangaste khk.,,"Aino Strutzkin, Jaan Sarv",,,"RKM, Mgn. ER",,RKM_Mgn_ER/ER-0024--14--ema_aga_kaskis_naist_mul_votta__pillil_l.mp3,106.895,,50318
"RKM, Mgn. ER 26 (1)",Jandipolka (Mulgimaa viis) + luuletus.,,,,1974,kapell,Ljahhovi nim. kolhoosi rahvakunstiansambel,Helme khk.,,Aino Strutzkin,,,"RKM, Mgn. ER",,RKM_Mgn_ER/ER-0026--01--jandipolka_Mulgimaa_viis__pillil_j.mp3,102.411,,50319
"RKM, Mgn. ER 26 (2)",Harju valts + luuletus.,,,,1974,torupill,torupillikvartett,Helme khk.,,Aino Strutzkin,,,"RKM, Mgn. ER",,RKM_Mgn_ER/ER-0026--02--Harju_valts__pillil_j.mp3,101.156,,50320
"RKM, Mgn. ER 26 (4)",Sangaste polka,Sangaste polka,,Q2,1974,lõõts,Ants Taul,Helme khk.,,Aino Strutzkin,,,"RKM, Mgn. ER",TR,RKM_Mgn_ER/ER-0026--04--Sangaste_polka__pillil.mp3,82.021,,50321
"RKM, Mgn. ER 26 (5)",Valss + luuletus.,,,,1974,lõõts,Ants Taul,Helme khk.,,Aino Strutzkin,,,"RKM, Mgn. ER",,RKM_Mgn_ER/ER-0026--05--valss__pillil_j.mp3,115.04,,50322
"RKM, Mgn. ER 26 (6)","Oh, ära karda, kallis... (rahvalik laul J. Tauli seades) + luuletus.",,,,1974,kapell,"Amanda Alusaar, naisansambel, Ljahhovi nim. kolhoosi rahvakunstiansambel",Helme khk.,,Aino Strutzkin,,,"RKM, Mgn. ER",,RKM_Mgn_ER/ER-0026--06--oh_ara_karda_kallis__pillil_l_j.mp3,173.196,,50323
"RKM, Mgn. ER 26 (7)",Torupillipolka + luuletus.,,,,1974,torupill,torupillikvartett,Helme khk.,,Aino Strutzkin,,,"RKM, Mgn. ER",,RKM_Mgn_ER/ER-0026--07--torupillipolka__pillil_j.mp3,89.227,,50324
"RKM, Mgn. ER 26 (8)","Aiut-taiut, tahtsin laulda... + luuletus.",,,,1974,"kapell, laul","lauljad, Ljahhovi nim. kolhoosi rahvakunstiansambel",Helme khk.,,Aino Strutzkin,,,"RKM, Mgn. ER",,RKM_Mgn_ER/ER-0026--08--aiut-taiut_tahtsin_laulda__pillil_l_j.mp3,64.606,,50325
"RKM, Mgn. ER 26 (9)",Kevadvalss (Urvaste viis) + luuletus.,,,,1974,"kapell, vilepill","Ljahhovi nim. kolhoosi rahvakunstiansambel, Johannes Taul",Helme khk.,,Aino Strutzkin,,,"RKM, Mgn. ER",,RKM_Mgn_ER/ER-0026--09--kevadvalss_Urvaste_viis__pillil_j.mp3,160.604,,50326
"RKM, Mgn. ER 26 (10)","Singli, singli, peida pattu... (Riidaja viis) + luuletus.",,,,1974,"kapell, laul","Amanda Alusaar, naisansambel, Ljahhovi nim. kolhoosi rahvakunstiansambel",Helme khk.,,Aino Strutzkin,,,"RKM, Mgn. ER",,RKM_Mgn_ER/ER-0026--10--singel_singel_pelga_pattu__pillil_l_j.mp3,109.559,,50327
"RKM, Mgn. ER 26 (12)",Jaan Metsamärdi valss.,,,,1974,kapell,Ljahhovi nim. kolhoosi rahvakunstiansambel,Helme khk.,,Aino Strutzkin,,,"RKM, Mgn. ER",,RKM_Mgn_ER/ER-0026--12--Jaan_Metsamardi_valss__pillil.mp3,179.181,,50328
"RKM, Mgn. ER 26 (13a)",Mu pruut on pikk ja peenike...,,,,1974,"kapell, laul","Olav Napritson, Ljahhovi nim. kolhoosi rahvakunstiansambel",Helme khk.,,Aino Strutzkin,,,"RKM, Mgn. ER",,RKM_Mgn_ER/ER-0026--13a-mu_pruut_on_pikk_ja_peenike__pillil_l.mp3,88.418,,50329
"RKM, Mgn. ER 26 (14)",Jaan Metsamärdi polka.,,,,1974,kapell,Ljahhovi nim. kolhoosi rahvakunstiansambel,Helme khk.,,Aino Strutzkin,,,"RKM, Mgn. ER",,RKM_Mgn_ER/ER-0026--14--Jaan_Metsamardi_polka__pillil.mp3,77.417,,50330
"RKM, Mgn. ER 26 (15)","Veli, hella vellekene...",,,,1974,torupill,torupillikvartett,Helme khk.,,Aino Strutzkin,,,"RKM, Mgn. ER",,RKM_Mgn_ER/ER-0026--15--veli_hella_vellekene__pillil.mp3,122.259,,50331
"RKM, Mgn. ER 26 (16)",Viru polka.,,,,1974,"viiul, torupill","Johannes Taul, Ants Taul",Helme khk.,,Aino Strutzkin,,,"RKM, Mgn. ER",,RKM_Mgn_ER/ER-0026--16--Viru_polka__pillil.mp3,58.344,,50332
"RKM, Mgn. ER 26 (17)",Riidaja pulmapolka.,,,,1974,kapell,Ljahhovi nim. kolhoosi rahvakunstiansambel,Helme khk.,,Aino Strutzkin,,,"RKM, Mgn. ER",,RKM_Mgn_ER/ER-0026--17--Riidaja_pulmapolka__pillil.mp3,64.331,,50333
"RKM, Mgn. ER 26 (18)",Laul sai otsa...,,,,1974,"kapell, laul","Ljahhovi nim. kolhoosi rahvakunstiansambel, naisansambel",Helme khk.,,Aino Strutzkin,,,"RKM, Mgn. ER",,RKM_Mgn_ER/ER-0026--18--laul_sai_otsa_laul_laks_metsa__pillil_l.mp3,46.609,,50334
"RKM, Mgn. ER 27 (1)",Kiirvalss,,,,1975,lõõts,Klementine Seli (Ella Seli),Iisaku khk.,,"Aino Strutzkin, Jaan Sarv",,,"RKM, Mgn. ER",,RKM_Mgn_ER/ER-0027--01--siin_on_vaid_yks_kiirvalss__pillil.mp3,95.219,,50335
"RKM, Mgn. ER 27 (2)",Kolme duuriga polka,,,,1975,lõõts,Klementine Seli (Ella Seli),Iisaku khk.,,"Aino Strutzkin, Jaan Sarv",,,"RKM, Mgn. ER",,RKM_Mgn_ER/ER-0027--02--mangime_siis_edasi_mida_te__pillil.mp3,51.248,,50336
"RKM, Mgn. ER 27 (3a)","Valss ""Mil lõpeb minu valu, mil lõpeb minu piin?""",,,,1975,lõõts,Klementine Seli (Ella Seli),Iisaku khk.,,"Aino Strutzkin, Jaan Sarv",,,"RKM, Mgn. ER",,RKM_Mgn_ER/ER-0027--03a-mil_lopeb_minu_valu_mil_lopeb__pillil.mp3,55.986,,50337
"RKM, Mgn. ER 27 (4)",Glükoo valss,,,,1975,lõõts,Klementine Seli (Ella Seli),Iisaku khk.,,"Aino Strutzkin, Jaan Sarv",,,"RKM, Mgn. ER",,RKM_Mgn_ER/ER-0027--04--vaat_seal_on_veel_yks_tema_valss__pillil_j.mp3,177.137,,50338
"RKM, Mgn. ER 27 (5)",Aeglane polka (Jõhvist),,,,1975,lõõts,Klementine Seli (Ella Seli),Iisaku khk.,,"Aino Strutzkin, Jaan Sarv",,,"RKM, Mgn. ER",,RKM_Mgn_ER/ER-0027--05--aeglane_polka_Johvist__pillil.mp3,57.138,,50339
"RKM, Mgn. ER 27 (6)",Peetruse polka,,,,1975,lõõts,Klementine Seli (Ella Seli),Iisaku khk.,,"Aino Strutzkin, Jaan Sarv",,,"RKM, Mgn. ER",,RKM_Mgn_ER/ER-0027--06--a_nyyd_ma_ei_tea_kumba_ma__pillil_j.mp3,91.71,,50340
"RKM, Mgn. ER 27 (7)",Soldati polka,,,,1975,lõõts,Klementine Seli (Ella Seli),Iisaku khk.,,"Aino Strutzkin, Jaan Sarv",,,"RKM, Mgn. ER",,RKM_Mgn_ER/ER-0027--07--soldati_polka__pillil_j.mp3,164.29,,50341
"RKM, Mgn. ER 27 (8)",Padisofiir,,,,1975,lõõts,Klementine Seli (Ella Seli),Iisaku khk.,,"Aino Strutzkin, Jaan Sarv",,,"RKM, Mgn. ER",,RKM_Mgn_ER/ER-0027--08--missugused_lood_nyyd_veel_mangimata__pillil_j.mp3,73.379,,50342
"RKM, Mgn. ER 27 (9)",Evaata,,,,1975,lõõts,Klementine Seli (Ella Seli),Iisaku khk.,,"Aino Strutzkin, Jaan Sarv",,,"RKM, Mgn. ER",,RKM_Mgn_ER/ER-0027--09--evaata__pillil.mp3,67.392,,50343
"RKM, Mgn. ER 27 (10)",Galopp,,,,1975,lõõts,Klementine Seli (Ella Seli),Iisaku khk.,,"Aino Strutzkin, Jaan Sarv",,,"RKM, Mgn. ER",,RKM_Mgn_ER/ER-0027--10--nyyd_mangin_siis_veel_isa_galopi__pillil_j.mp3,183.787,,50344
"RKM, Mgn. ER 27 (11)",Lilled õitsvad aia peal (valss),Meil lilled õitsvad aasadel,,Q2,1975,lõõts,Klementine Seli (Ella Seli),Iisaku khk.,,"Aino Strutzkin, Jaan Sarv",,,"RKM, Mgn. ER",TR,RKM_Mgn_ER/ER-0027--11--lilled_oitsvad_aia_peal__pillil.mp3,61.412,,50345
"RKM, Mgn. ER 27 (14)",Astun üksi õhtul hilja õue,,,,1975,lõõts,Klementine Seli (Ella Seli),Iisaku khk.,,"Aino Strutzkin, Jaan Sarv",,,"RKM, Mgn. ER",,RKM_Mgn_ER/ER-0027--14--astun_yksi_ohtu_hilja_oue__pillil_j.mp3,148.131,,50346
"RKM, Mgn. ER 27 (15)",Õhtuehal,,,,1975,lõõts,Klementine Seli (Ella Seli),Iisaku khk.,,"Aino Strutzkin, Jaan Sarv",,,"RKM, Mgn. ER",,RKM_Mgn_ER/ER-0027--15--nyyd_ma_mangin_selle_ohtueha__pillil.mp3,54.148,,50347
