ref,content,piece,melody,year,instrument,performer,,location,collector,notes,comments,archive,file,kivike,order
"RKM, Mgn. II 4047 (15)",Jänes istus seinakella all (foks),,,1988,lõõts,Endel Koppel,,Puhja khk. < Nõo khk.,"Mall Hiiemäe, Eda Kalmre",,,"RKM, Mgn. II",RKM_Mgn_II/Vahemikust__4001-4500/M2-4047--15--janes_istus_seinakella__pillil.mp3,K0,44476
"RKM, Mgn. II 4055 (2)",Jonny-boy,,,1988,lõõts,Oskar Märtson,,Puhja khk.,Eda Kalmre,,,"RKM, Mgn. II",RKM_Mgn_II/Vahemikust__4001-4500/M2-4055--02--Jonny-boy__pillil.mp3,K0,44477
"RKM, Mgn. II 4055 (3)",Adra sarv,,,1988,lõõts,Oskar Märtson,,Puhja khk.,Eda Kalmre,,,"RKM, Mgn. II",RKM_Mgn_II/Vahemikust__4001-4500/M2-4055--03--adra_sarv__pillil.mp3,K0,44478
"RKM, Mgn. II 4055 (4)",Teppo lugu O. Märtsoni interpretatsioonis,,,1988,lõõts,Oskar Märtson,,Puhja khk.,Eda Kalmre,,,"RKM, Mgn. II",RKM_Mgn_II/Vahemikust__4001-4500/M2-4055--04--Otepaalt_jalle_selle__j_pillil.mp3,K0,44479
"RKM, Mgn. II 4055 (5)",Vanapiiga laul,,,1988,"lõõts, laul","Oskar Märtson, Alma Märtson",,Puhja khk.,Eda Kalmre,,,"RKM, Mgn. II",RKM_Mgn_II/Vahemikust__4001-4500/M2-4055--05--las_ma_proovin_vanapiiga__l_pillil.mp3,K0,44480
"RKM, Mgn. II 4055 (6)",Pulmapolka,,,1988,lõõts,Oskar Märtson,,Puhja khk.,Eda Kalmre,,,"RKM, Mgn. II",RKM_Mgn_II/Vahemikust__4001-4500/M2-4055--06--pulmapolka__pillil.mp3,K0,44481
"RKM, Mgn. II 4055 (7)",Krakovjak,,,1988,lõõts,Oskar Märtson,,Puhja khk.,Eda Kalmre,,,"RKM, Mgn. II",RKM_Mgn_II/Vahemikust__4001-4500/M2-4055--07--krakovjak__pillil.mp3,K0,44482
"RKM, Mgn. II 4055 (8)",Mul pruut on pikk ja peenike,,,1988,lõõts,Oskar Märtson,,Puhja khk.,Eda Kalmre,,,"RKM, Mgn. II",RKM_Mgn_II/Vahemikust__4001-4500/M2-4055--08--mul_pruut_on_pikk_ja__pillil.mp3,K0,44483
"RKM, Mgn. II 4055 (9)",Kui naine minu pahandab (polka),,,1988,lõõts,Oskar Märtson,,Puhja khk.,Eda Kalmre,,,"RKM, Mgn. II",RKM_Mgn_II/Vahemikust__4001-4500/M2-4055--09--kui_naine_minu_pahandab__pillil.mp3,K0,44484
"RKM, Mgn. II 4055 (10)",Läänemere lained (valss),Läänemere lained,I,1988,lõõts,Oskar Märtson,,Puhja khk.,Eda Kalmre,,,"RKM, Mgn. II",RKM_Mgn_II/Vahemikust__4001-4500/M2-4055--10--Laanemere_lained__pillil.mp3,K0,44485
"RKM, Mgn. II 4055 (15)",Muhumaa (valss),,,1988,lõõts,Oskar Märtson,,Puhja khk.,Eda Kalmre,,,"RKM, Mgn. II",RKM_Mgn_II/Vahemikust__4001-4500/M2-4055--15--Muhumaa_valss__pillil.mp3,K0,44486
"RKM, Mgn. II 4055 (16)",Kui naine minu pahandab (valss),,,1988,lõõts (Teppo),Oskar Märtson,,Puhja khk.,Eda Kalmre,"Sisaldab ka RKM, Mgn. II 4055 (17)",,"RKM, Mgn. II",RKM_Mgn_II/Vahemikust__4001-4500/M2-4055--16-17--kui_naine_minu_pahandab__pillil.mp3,K0,44487
"RKM, Mgn. II 4055 (17)",Kui naine minu pahandab,,,1988,lõõts,Oskar Märtson,,Puhja khk.,Eda Kalmre,"Sisaldub RKM, Mgn. II 4055 (16)",,"RKM, Mgn. II",,K0,44488
"RKM, Mgn. II 4055 (18)",Neemisküla polka,,,1988,lõõts,Oskar Märtson,,Puhja khk.,Eda Kalmre,,,"RKM, Mgn. II",RKM_Mgn_II/Vahemikust__4001-4500/M2-4055--18--Neemiskyla_polka__pillil.mp3,K0,44489
"RKM, Mgn. II 4056 (5)",Palupõhja valss,,,1988,lõõts,Oskar Märtson,,Puhja khk.,"Eda Kalmre, A. Vissel",,,"RKM, Mgn. II",RKM_Mgn_II/Vahemikust__4001-4500/M2-4056--05--Palupohja_valss__pillil.mp3,K0,44490
"RKM, Mgn. II 4070 (10)",Krakuljak,,,1988,lõõts,Salme Pihlap,,Nõo khk.,Mare Kõiva,,,"RKM, Mgn. II",RKM_Mgn_II/Vahemikust__4001-4500/M2-4070--10--krakuljak__pillil.mp3,K0,44491
"RKM, Mgn. II 4070 (11)",Ilus poiss küll olen ma,,,1988,lõõts,Salme Pihlap,,Nõo khk.,Mare Kõiva,,,"RKM, Mgn. II",RKM_Mgn_II/Vahemikust__4001-4500/M2-4070--11--ilus_poiss_kyll_olen_ma__pillil.mp3,K0,44492
"RKM, Mgn. II 4070 (12)",Tango,,,1988,lõõts,Salme Pihlap,,Nõo khk.,Mare Kõiva,,,"RKM, Mgn. II",RKM_Mgn_II/Vahemikust__4001-4500/M2-4070--12--tango__pillil.mp3,K0,44493
"RKM, Mgn. II 4070 (13)",Tustep,,,1988,lõõts,Salme Pihlap,,Nõo khk.,Mare Kõiva,,,"RKM, Mgn. II",RKM_Mgn_II/Vahemikust__4001-4500/M2-4070--13--tustep__pillil.mp3,K0,44494
"RKM, Mgn. II 4070 (14)",Vingerka,,,1988,lõõts,Salme Pihlap,,Nõo khk.,Mare Kõiva,,,"RKM, Mgn. II",RKM_Mgn_II/Vahemikust__4001-4500/M2-4070--14--vingerka__pillil.mp3,K0,44495
"RKM, Mgn. II 4070 (15)",Kikkapuu,,,1988,lõõts,Salme Pihlap,,Nõo khk.,Mare Kõiva,,,"RKM, Mgn. II",RKM_Mgn_II/Vahemikust__4001-4500/M2-4070--15--kikkapuu__pillil.mp3,K0,44496
"RKM, Mgn. II 4070 (17)",Polka,,,1988,lõõts,Salme Pihlap,,Nõo khk.,Mare Kõiva,,,"RKM, Mgn. II",RKM_Mgn_II/Vahemikust__4001-4500/M2-4070--17--polka__pillil.mp3,K0,44497
"RKM, Mgn. II 4070 (18)",Polka,,,1988,lõõts,Salme Pihlap,,Nõo khk.,Mare Kõiva,,,"RKM, Mgn. II",RKM_Mgn_II/Vahemikust__4001-4500/M2-4070--18--polka_-pillil.mp3,K0,44498
"RKM, Mgn. II 4070 (20)",Vingerka,,,1988,lõõts,Salme Pihlap,,Nõo khk.,Mare Kõiva,,,"RKM, Mgn. II",RKM_Mgn_II/Vahemikust__4001-4500/M2-4070--20--vingerka__pillil.mp3,K0,44499
"RKM, Mgn. II 4070 (21)",Padespan,,,1988,lõõts,Salme Pihlap,,Nõo khk.,Mare Kõiva,,,"RKM, Mgn. II",RKM_Mgn_II/Vahemikust__4001-4500/M2-4070--21--padespan__pillil.mp3,K0,44500
"RKM, Mgn. II 4070 (22)",Pabiljon,,,1988,lõõts,Salme Pihlap,,Nõo khk.,Mare Kõiva,,,"RKM, Mgn. II",RKM_Mgn_II/Vahemikust__4001-4500/M2-4070--22--pabiljon__pillil.mp3,K0,44501
"RKM, Mgn. II 4070 (23)",Foks,,,1988,lõõts,Salme Pihlap,,Nõo khk.,Mare Kõiva,,,"RKM, Mgn. II",RKM_Mgn_II/Vahemikust__4001-4500/M2-4070--23--foks__pillil.mp3,K0,44502
"RKM, Mgn. II 4070 (24)",Valss,,,1988,lõõts,Salme Pihlap,,Nõo khk.,Mare Kõiva,,,"RKM, Mgn. II",RKM_Mgn_II/Vahemikust__4001-4500/M2-4070--24--valss__pillil.mp3,K0,44503
"RKM, Mgn. II 4086 (15)","ul. Tee oli kitsas, vanker lai",,,1987,"kannel, laul",Aleksander Heintalu (Vigala Sass),,Karja khk.,Mare Kõiva,Pilli olemasolu üle kontrollida,,"RKM, Mgn. II",RKM_Mgn_II/Vahemikust__4001-4500/M2-4086--15--jaa_kaib_kyll_juba_on__pillil.mp3,K0,44504
"RKM, Mgn. II 4087 (10)","ul. Kaugel laanes, paksus metsas",,,1987,"kannel, laul",Aleksander Heintalu (Vigala Sass),,Karja khk.,Mare Kõiva,,,"RKM, Mgn. II",,K0,44505
"RKM, Mgn. II 4092 (1)",Juba noorest peast,,,1986,"kannel, laul",Elmar Mets,,Kambja khk.,A. Vissel,,,"RKM, Mgn. II",RKM_Mgn_II/Vahemikust__4001-4500/M2-4092--01--oleks_naisega_kui__pillil_l.mp3,K0,44506
"RKM, Mgn. II 4092 (2)",Juba lapsepõlvest saadik,,,1986,"kannel, laul",Elmar Mets,,Kambja khk.,A. Vissel,,,"RKM, Mgn. II",RKM_Mgn_II/Vahemikust__4001-4500/M2-4092--02--juba_mina_lapsepolvest__pillil_l.mp3,K0,44507
"RKM, Mgn. II 4092 (3)",Täna laulan teile viltu,,,1986,"akordion, laul",Elmar Mets,,Kambja khk.,A. Vissel,,,"RKM, Mgn. II",RKM_Mgn_II/Vahemikust__4001-4500/M2-4092--03--noh_no_haakyll_tana__pillil_l.mp3,K0,44508
"RKM, Mgn. II 4092 (4)","Armas kukk, sa kuldne lind",,,1986,"akordion, laul",Elmar Mets,,Kambja khk.,A. Vissel,,,"RKM, Mgn. II",RKM_Mgn_II/Vahemikust__4001-4500/M2-4092--04--armas_kukk_sa_kuldne__pillil_l.mp3,K0,44509
"RKM, Mgn. II 4092 (5)",Mall on kena neiu,,,1986,"kannel, laul",Elmar Mets,,Kambja khk.,A. Vissel,,,"RKM, Mgn. II",RKM_Mgn_II/Vahemikust__4001-4500/M2-4092--05--Mall_on_kena_neiu_ja__pillil_l.mp3,K0,44510
"RKM, Mgn. II 4092 (6)",Kui jõuab kätte maikuu (2k),,,1986,"akordion, kannel, laul",Elmar Mets,,Kambja khk.,A. Vissel,,,"RKM, Mgn. II",RKM_Mgn_II/Vahemikust__4001-4500/M2-4092--06--kui_jouab_katte_maikuu__pillil_l.mp3,K0,44511
"RKM, Mgn. II 4092 (7)",Küll on hull see ilmaelu,,,1986,"akordion, laul",Elmar Mets,,Kambja khk.,A. Vissel,,,"RKM, Mgn. II",RKM_Mgn_II/Vahemikust__4001-4500/M2-4092--07--kyll_on_hull_see_ilmaelu__pillil_l.mp3,K0,44512
"RKM, Mgn. II 4092 (8)",Metsa serval väike maja,,,1986,"akordion, laul",Elmar Mets,,Kambja khk.,A. Vissel,,,"RKM, Mgn. II",RKM_Mgn_II/Vahemikust__4001-4500/M2-4092--08--metsa_serval_vaike_maja__pillil_l.mp3,K0,44513
"RKM, Mgn. II 4092 (9)",Sellest ajast saab kümme mööda,,,1986,"akordion, laul",Elmar Mets,,Kambja khk.,A. Vissel,,,"RKM, Mgn. II",RKM_Mgn_II/Vahemikust__4001-4500/M2-4092--09--sellest_aastat_10_moodas__pillil_l.mp3,K0,44514
"RKM, Mgn. II 4092 (10)",Küll naesed külasid haukusid,,,1986,"akordion, laul",Elmar Mets,,Kambja khk.,A. Vissel,,,"RKM, Mgn. II",RKM_Mgn_II/Vahemikust__4001-4500/M2-4092--10--kyll_naised_kylas_haukusid__pillil_l.mp3,K0,44515
"RKM, Mgn. II 4092 (11)",Kas mäletad kevadet õites (valss),,,1986,kannel,Elmar Mets,,Kambja khk.,A. Vissel,,"Liiga lühike, fragment","RKM, Mgn. II",RKM_Mgn_II/Vahemikust__4001-4500/M2-4092--11--kas_maletad_kevadet_oites__pillil.mp3,K0,44516
"RKM, Mgn. II 4093 (1)",Sügistuules (valss),,,1986,"ansambel, ","Elmar Mets, Artur Raag, Heino Tennossaare",,"Nõo khk. < Kambja khk., Nõo khk.",A. Vissel,,,"RKM, Mgn. II",RKM_Mgn_II/Vahemikust__4001-4500/M2-4093--01--sygistuultes__pillil.mp3,K0,44517
"RKM, Mgn. II 4093 (2)","""Väike aed"" (H. Jõgioja)",,,1986,"ansambel, ","Elmar Mets, Artur Raag, Heino Tennossaare",,"Nõo khk. < Kambja khk., Nõo khk.",A. Vissel,,,"RKM, Mgn. II",RKM_Mgn_II/Vahemikust__4001-4500/M2-4093--02--vaike_aed_pillil.mp3,K0,44518
"RKM, Mgn. II 4093 (3)",Polka,,,1986,"ansambel, ","Elmar Mets, Artur Raag, Heino Tennossaare",,"Nõo khk. < Kambja khk., Nõo khk.",A. Vissel,,,"RKM, Mgn. II",RKM_Mgn_II/Vahemikust__4001-4500/M2-4093--03--polka__pillil.mp3,K0,44519
"RKM, Mgn. II 4093 (4)",Aisakell,,,1986,"ansambel, ","Elmar Mets, Artur Raag, Heino Tennossaare",,"Nõo khk. < Kambja khk., Nõo khk.",A. Vissel,,,"RKM, Mgn. II",RKM_Mgn_II/Vahemikust__4001-4500/M2-4093--04--uuesti_jah_votke__pillil.mp3,K0,44520
"RKM, Mgn. II 4093 (5)",Kaerajaan,,,1986,viiul,Artur Raag,,"Nõo khk. < Kambja khk., Nõo khk.",A. Vissel,,,"RKM, Mgn. II",RKM_Mgn_II/Vahemikust__4001-4500/M2-4093--05--kas_on_valmis_ja__pillil.mp3,K0,44521
"RKM, Mgn. II 4093 (6)","Kaugel, kaugel, kus on minu kodu (foks)","Kaugel, kaugel, kus on minu kodu",,1986,"ansambel, kannel, viiul, lõõts, akordion","Elmar Mets, Artur Raag, Heino Tennossaare",,"Nõo khk. < Kambja khk., Nõo khk.",A. Vissel,,,"RKM, Mgn. II",RKM_Mgn_II/Vahemikust__4001-4500/M2-4093--06--kaugel_kaugel_kus_on__pillil.mp3,K0,44522
"RKM, Mgn. II 4093 (7)",Ma tahan kodus olla,,,1986,"ansambel, kannel, viiul, lõõts, akordion","Elmar Mets, Artur Raag, Heino Tennossaare",,"Nõo khk. < Kambja khk., Nõo khk.",A. Vissel,,,"RKM, Mgn. II",RKM_Mgn_II/Vahemikust__4001-4500/M2-4093--07--ma_tahaksin_kodus__pillil.mp3,K0,44523
"RKM, Mgn. II 4093 (8)",Soome valss,,,1986,"ansambel, kannel, viiul, lõõts, akordion","Elmar Mets, Artur Raag, Heino Tennossaare",,"Nõo khk. < Kambja khk., Nõo khk.",A. Vissel,,,"RKM, Mgn. II",RKM_Mgn_II/Vahemikust__4001-4500/M2-4093--08--aa_kyll_lase__pillil.mp3,K0,44524
"RKM, Mgn. II 4093 (9)",Kalle-Kusta ostis valge hobuse,,,1986,"ansambel, kannel, viiul, lõõts, akordion","Elmar Mets, Artur Raag, Heino Tennossaare",,"Nõo khk. < Kambja khk., Nõo khk.",A. Vissel,,,"RKM, Mgn. II",RKM_Mgn_II/Vahemikust__4001-4500/M2-4093--09--lase_ette_kohe__pillil.mp3,K0,44525
"RKM, Mgn. II 4093 (10)",Mustlane (A. Rinne repertuaarist),,,1986,"ansambel, kannel, viiul, lõõts, akordion","Elmar Mets, Artur Raag, Heino Tennossaare",,"Nõo khk. < Kambja khk., Nõo khk.",A. Vissel,,,"RKM, Mgn. II",RKM_Mgn_II/Vahemikust__4001-4500/M2-4093--10--noh_mustlane__pillil.mp3,K0,44526
"RKM, Mgn. II 4093 (11)","Sinul pole raha, minul pole raha (polka)",,,1986,"ansambel, kannel, viiul, lõõts, akordion","Elmar Mets, Artur Raag, Heino Tennossaare",,"Nõo khk. < Kambja khk., Nõo khk.",A. Vissel,,,"RKM, Mgn. II",RKM_Mgn_II/Vahemikust__4001-4500/M2-4093--11--minul_pole_raha__pillil.mp3,K0,44527
"RKM, Mgn. II 4093 (12)",Läänemere lained (polka),Läänemere lained,I,1986,"ansambel, kannel, viiul, lõõts, akordion","Elmar Mets, Artur Raag, Heino Tennossaare",,"Nõo khk. < Kambja khk., Nõo khk.",A. Vissel,Vist ikka valss?,,"RKM, Mgn. II",RKM_Mgn_II/Vahemikust__4001-4500/M2-4093--12--Laanemere_lained__pillil.mp3,K0,44528
"RKM, Mgn. II 4093 (13)",Reiu rätsep õmbles kasukat (krakovjak),,,1986,"ansambel, kannel, viiul, lõõts, akordion","Elmar Mets, Artur Raag, Heino Tennossaare",,"Nõo khk. < Kambja khk., Nõo khk.",A. Vissel,,,"RKM, Mgn. II",RKM_Mgn_II/Vahemikust__4001-4500/M2-4093--13--Reiu_ratsep_ombles__pillil.mp3,K0,44529
"RKM, Mgn. II 4093 (14)","Anna andeks, anna andeks (padispaan)",,,1986,"ansambel, kannel, viiul, lõõts, akordion","Elmar Mets, Artur Raag, Heino Tennossaare",,"Nõo khk. < Kambja khk., Nõo khk.",A. Vissel,,,"RKM, Mgn. II",RKM_Mgn_II/Vahemikust__4001-4500/M2-4093--14--on_kombes_jah__pillil.mp3,K0,44530
"RKM, Mgn. II 4093 (15)",Hõbedaselt helgib juuksekuld (fokstrot),,,1986,"ansambel, kannel, viiul, lõõts, akordion","Elmar Mets, Artur Raag, Heino Tennossaare",,"Nõo khk. < Kambja khk., Nõo khk.",A. Vissel,,,"RKM, Mgn. II",RKM_Mgn_II/Vahemikust__4001-4500/M2-4093--15--hobedaselt_helgib_juuksekuld__pillil.mp3,K0,44531
"RKM, Mgn. II 4093 (16)",Maamehe reilender,,,1986,"ansambel, kannel, viiul, lõõts, akordion","Elmar Mets, Artur Raag, Heino Tennossaare",,"Nõo khk. < Kambja khk., Nõo khk.",A. Vissel,,,"RKM, Mgn. II",RKM_Mgn_II/Vahemikust__4001-4500/M2-4093--16--maamehe_reilender__pillil.mp3,K0,44532
"RKM, Mgn. II 4093 (17)","Kallimale, kallimale tahtsin ma (vengerka)",,,1986,"ansambel, kannel, viiul, lõõts, akordion","Elmar Mets, Artur Raag, Heino Tennossaare",,"Nõo khk. < Kambja khk., Nõo khk.",A. Vissel,,,"RKM, Mgn. II",RKM_Mgn_II/Vahemikust__4001-4500/M2-4093--17--kallimale_kallimale_tahtsin__pillil.mp3,K0,44533
"RKM, Mgn. II 4097 (2)",Takkastants,,,1976,lõõts,Paul Kõiv,,Rõuge khk.,Inna Järva,,,"RKM, Mgn. II",RKM_Mgn_II/Vahemikust__4001-4500/M2-4097--02--takkastants__pillil.mp3,K0,44534
"RKM, Mgn. II 4097 (3)",Polka,,,1976,lõõts,Paul Kõiv,,Rõuge khk.,Inna Järva,,,"RKM, Mgn. II",RKM_Mgn_II/Vahemikust__4001-4500/M2-4097--03--polka__pillil.mp3,K0,44535
"RKM, Mgn. II 4097 (4)",Polka,,,1976,lõõts,Paul Kõiv,,Rõuge khk.,Inna Järva,,,"RKM, Mgn. II",RKM_Mgn_II/Vahemikust__4001-4500/M2-4097--04--polka__pillil.mp3,K0,44536
"RKM, Mgn. II 4097 (5)",Valss,,,1976,lõõts,Paul Kõiv,,Rõuge khk.,Inna Järva,,,"RKM, Mgn. II",RKM_Mgn_II/Vahemikust__4001-4500/M2-4097--05--valss_-pillil.mp3,K0,44537
"RKM, Mgn. II 4097 (6)","""Ustep""",,,1976,lõõts,Paul Kõiv,,Rõuge khk.,Inna Järva,,,"RKM, Mgn. II",RKM_Mgn_II/Vahemikust__4001-4500/M2-4097--06--tustep__pillil.mp3,K0,44538
"RKM, Mgn. II 4097 (7)",Polka,,,1976,lõõts,Paul Kõiv,,Rõuge khk.,Inna Järva,,,"RKM, Mgn. II",RKM_Mgn_II/Vahemikust__4001-4500/M2-4097--07--polka__pillil.mp3,K0,44539
"RKM, Mgn. II 4097 (8)",Vengerka,,,1976,lõõts,Paul Kõiv,,Rõuge khk.,Inna Järva,,,"RKM, Mgn. II",RKM_Mgn_II/Vahemikust__4001-4500/M2-4097--08--vengerka__pillil.mp3,K0,44540
"RKM, Mgn. II 4097 (9)","Polka ""Kui jummal maad ja ilma lõi, lõi Audli rahva ka""",,,1976,lõõts,Paul Kõiv,,Rõuge khk.,Inna Järva,,,"RKM, Mgn. II",RKM_Mgn_II/Vahemikust__4001-4500/M2-4097--09--polka_kui_Jummal__pillil.mp3,K0,44541
"RKM, Mgn. II 4097 (10)",Krakovjak,,,1976,lõõts,Paul Kõiv,,Rõuge khk.,Inna Järva,,,"RKM, Mgn. II",RKM_Mgn_II/Vahemikust__4001-4500/M2-4097--10--krakovjak__pillil.mp3,K0,44542
"RKM, Mgn. II 4097 (11)","Polka ""Litsu pääle""",,,1976,lõõts,Paul Kõiv,,Rõuge khk.,Inna Järva,,,"RKM, Mgn. II",RKM_Mgn_II/Vahemikust__4001-4500/M2-4097--11--polka_litsu_paale__pillil.mp3,K0,44543
"RKM, Mgn. II 4097 (12)","Tõmba, Jüri",,,1976,lõõts,Paul Kõiv,,Rõuge khk.,Inna Järva,,,"RKM, Mgn. II",RKM_Mgn_II/Vahemikust__4001-4500/M2-4097--12--Tomba-Jyri__pillil.mp3,K0,44544
"RKM, Mgn. II 4097 (34)",Reilender,,,1976,viiul,Elmar Kuus,,Rõuge khk.,Inna Järva,,,"RKM, Mgn. II",RKM_Mgn_II/Vahemikust__4001-4500/M2-4097--34--reilender__pillil.mp3,K0,44545
"RKM, Mgn. II 4097 (35)",Sünnipäeva valss,,,1976,viiul,Elmar Kuus,,Rõuge khk.,Inna Järva,,,"RKM, Mgn. II",RKM_Mgn_II/Vahemikust__4001-4500/M2-4097--35--synnipaeva_valss__pillil.mp3,K0,44546
"RKM, Mgn. II 4097 (36)",Pihlapuu polka,,,1976,viiul,Elmar Kuus,,Rõuge khk.,Inna Järva,,,"RKM, Mgn. II",RKM_Mgn_II/Vahemikust__4001-4500/M2-4097--36--pihlapuu_polka__pillil.mp3,K0,44547
"RKM, Mgn. II 4097 (37)",Valss,,,1976,viiul,Elmar Kuus,,Rõuge khk.,Inna Järva,,,"RKM, Mgn. II",RKM_Mgn_II/Vahemikust__4001-4500/M2-4097--37--valss__pillil.mp3,K0,44548
"RKM, Mgn. II 4097 (38)",Sangaste polka,,,1976,viiul,Elmar Kuus,,Rõuge khk.,Inna Järva,,,"RKM, Mgn. II",RKM_Mgn_II/Vahemikust__4001-4500/M2-4097--38--Samgaste_polka__pillil.mp3,K0,44549
"RKM, Mgn. II 4097 (41)",Kikkapuu,,,1976,lõõts,Artur Ammas,,Hargla khk.,"Inna Järva, A. Tiits",,,"RKM, Mgn. II",RKM_Mgn_II/Vahemikust__4001-4500/M2-4097--41--kikkapuu__pillil.mp3,K0,44550
"RKM, Mgn. II 4097 (42)",Savikoja venelane,,,1976,lõõts,Artur Ammas,,Hargla khk.,"Inna Järva, A. Tiits",,,"RKM, Mgn. II",RKM_Mgn_II/Vahemikust__4001-4500/M2-4097--42--savikoja_venelane__pillil.mp3,K0,44551
"RKM, Mgn. II 4097 (43)",Valss,,,1976,lõõts,Artur Ammas,,Hargla khk.,"Inna Järva, A. Tiits",,,"RKM, Mgn. II",RKM_Mgn_II/Vahemikust__4001-4500/M2-4097--43--valss__pillil.mp3,K0,44552
"RKM, Mgn. II 4097 (44)",Polka,,,1976,lõõts,Artur Ammas,,Hargla khk.,"Inna Järva, A. Tiits",,,"RKM, Mgn. II",RKM_Mgn_II/Vahemikust__4001-4500/M2-4097--44--polka__pillil.mp3,K0,44553
"RKM, Mgn. II 4097 (45)",Valss,,,1976,lõõts,Artur Ammas,,Hargla khk.,"Inna Järva, A. Tiits",,,"RKM, Mgn. II",RKM_Mgn_II/Vahemikust__4001-4500/M2-4097--45--valss__pillil.mp3,K0,44554
"RKM, Mgn. II 4097 (46)",Polka,,,1976,lõõts,Artur Ammas,,Hargla khk.,"Inna Järva, A. Tiits",,,"RKM, Mgn. II",RKM_Mgn_II/Vahemikust__4001-4500/M2-4097--46--polka__pillil.mp3,K0,44555
"RKM, Mgn. II 4097 (47a)",Valss,,,1976,kannel,Eduard Kasak,,Hargla khk.,Inna Järva,,,"RKM, Mgn. II",RKM_Mgn_II/Vahemikust__4001-4500/M2-4097--47a-valss__pillil.mp3,K0,44556
"RKM, Mgn. II 4097 (47b)",Reierenter,,,1976,kannel,Eduard Kasak,,Hargla khk.,Inna Järva,,,"RKM, Mgn. II",RKM_Mgn_II/Vahemikust__4001-4500/M2-4097--47b-reierenter__pillil.mp3,K0,44557
"RKM, Mgn. II 4097 (48)",Kaera Jaan (Mõniste ja Rõuge moodi),,,1976,kannel,Eduard Kasak,,Hargla khk.,Inna Järva,,,"RKM, Mgn. II",RKM_Mgn_II/Vahemikust__4001-4500/M2-4097--48--Kaera-Jaan__pillil.mp3,K0,44558
"RKM, Mgn. II 4097 (49)",Hulkuri valss,,,1976,kannel,Eduard Kasak,,Hargla khk.,Inna Järva,,,"RKM, Mgn. II",RKM_Mgn_II/Vahemikust__4001-4500/M2-4097--49--hulkuri_valss__pillil.mp3,K0,44559
"RKM, Mgn. II 4097 (50)",Vengerka (Sitikad ja satikad),,,1976,kannel,Eduard Kasak,,Hargla khk.,Inna Järva,,,"RKM, Mgn. II",RKM_Mgn_II/Vahemikust__4001-4500/M2-4097--50--vengerka__pillil.mp3,K0,44560
"RKM, Mgn. II 4097 (51)","Polka ""Kui neio minno pahandab""",,,1976,kannel,Eduard Kasak,,Hargla khk.,Inna Järva,,,"RKM, Mgn. II",RKM_Mgn_II/Vahemikust__4001-4500/M2-4097--51--polka_kui_neio__pillil.mp3,K0,44561
"RKM, Mgn. II 4097 (52)",Valss,,,1976,kannel,Eduard Kasak,,Hargla khk.,Inna Järva,,,"RKM, Mgn. II",RKM_Mgn_II/Vahemikust__4001-4500/M2-4097--52--valss__pillil.mp3,K0,44562
"RKM, Mgn. II 4097 (53)",Valss,,,1976,kannel,Eduard Kasak,,Hargla khk.,Inna Järva,,,"RKM, Mgn. II",RKM_Mgn_II/Vahemikust__4001-4500/M2-4097--53--valss__pillil.mp3,K0,44563
"RKM, Mgn. II 4097 (54)",Senta või venta piibe laika,,,1976,kannel,Eduard Kasak,,Hargla khk.,Inna Järva,,,"RKM, Mgn. II",RKM_Mgn_II/Vahemikust__4001-4500/M2-4097--54--see_tahendab_minu__j_pillil.mp3,K0,44564
"RKM, Mgn. II 4097 (55)",Läti Siibek,,,1976,kannel,Eduard Kasak,,Hargla khk.,Inna Järva,,,"RKM, Mgn. II",RKM_Mgn_II/Vahemikust__4001-4500/M2-4097--55--Lati_Siibel__pillil.mp3,K0,44565
"RKM, Mgn. II 4097 (56)","Valss ""Kes viib mind sinna maale""",,,1976,kannel,Eduard Kasak,,Hargla khk.,Inna Järva,,,"RKM, Mgn. II",RKM_Mgn_II/Vahemikust__4001-4500/M2-4097--56--valss_kes_viib_mind__pillil.mp3,K0,44566
"RKM, Mgn. II 4097 (57)","Polka ""Mina puhas poiss kui kuld""",,,1976,kannel,Eduard Kasak,,Hargla khk.,Inna Järva,,,"RKM, Mgn. II",RKM_Mgn_II/Vahemikust__4001-4500/M2-4097--57--polka_mina_puhas__pillil.mp3,K0,44567
"RKM, Mgn. II 4097 (58)","Polka ""Kevadel mo mätas paljas""",,,1976,kannel,Eduard Kasak,,Hargla khk.,Inna Järva,,,"RKM, Mgn. II",,K0,44568
"RKM, Mgn. II 4097 (59)",Kaera-Jaan Läti moodi,,,1976,kannel,Eduard Kasak,,Hargla khk.,Inna Järva,,,"RKM, Mgn. II",RKM_Mgn_II/Vahemikust__4001-4500/M2-4097--59--Kaera-Jaan__pillil.mp3,K0,44569
"RKM, Mgn. II 4097 (60)",Litsu pääle,,,1976,kannel,Eduard Kasak,,Hargla khk.,Inna Järva,,,"RKM, Mgn. II",RKM_Mgn_II/Vahemikust__4001-4500/M2-4097--60--litsu_paale__pillil.mp3,K0,44570
"RKM, Mgn. II 4098 (1)","Valss ""Küll või elu ilus olla noore naisega""",,,1976,kannel,Eduard Kasak,,Hargla khk.,Inna Järva,,,"RKM, Mgn. II",RKM_Mgn_II/Vahemikust__4001-4500/M2-4098--01--valss_kyll_voib_elu__pillil.mp3,,44571
